FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,INTER_TFR,CONTRIBTNS,INC_INVEST,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,YEAR,Year,Income_by_year
106500852,DOCTORS MEDICAL CENTER - MODESTO,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Stanislaus,6,511,Investor,General,Comparable,,209-578-1211,1441 FLORIDA AVE,MODESTO,95350,WARREN J. KIRK,CEO,WWW.DMC-MODESTO.COM,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,2.0,05-0464,HSC30464G,,461,461,347,29297.0,23241.0,30440.0,35253.0,457.0,3795.0,10572.0,398.0,1599.0,135052,4408.0,3669.0,4229.0,7174.0,102.0,450.0,2271.0,90.0,477.0,22870,394.0,67.0,,,,,114279.0,20773.0,,,,,20014.0,2856.0,,,,,80.3,80.3,5.9,5.9,24.0,6474.0,3294.0,30561.0,19920.0,8428.0,57333.0,1.0,3198.0,30359.0,592.0,5553.0,155945.0,90653.0,192.0,,69616.0,,18.0,658380.0,691455.0,5223.0,9106.0,2364.0,1163.0,7382399379,6648386984.0,23078802.0,757091197,-12234464.0,679609080,65247653.0,394316.0,336011.0,,65305958.0,1704986616,633886862.0,5043525901.0,1208356579.0,983306915.0,693723548.0,1480934246.0,4440538.0,115543290.0,716629336.0,31369146.0,60189032.0,5294492630.0,319894174.0,396292207.0,103268015.0,763398268.0,2664.0,60204327.0,378854607.0,8940224.0,57052263.0,2087906749.0,1411372940.0,1324322425.0,664008934.0,1968447777.0,-9315196.0,4023434.0,157214194.0,847411637.0,59048479.0,164367499.0,,57484861.0,23078802.0,,,116877813.0,78355499.0,97184833.0,196939600.0,419768.0,18533423.0,248072306.0,,707955.0,,,,,170340112.0,38673471.0,220493961.0,,,,2575625.0,80528298.0,37455982.0,113692556.0,15849075.0,217144131.0,93998458.0,52299149.0,22736205.0,105089147.0,99673358.0,12013274.0,5588747.0,4797937.0,162529.0,66106145.0,353214786.0,,89215916.0,1998845.0,404532193.0,8107864.0,857069604.0,159936743.0,2311963.0,593731.0,694227167.0,857069604.0,2550.0,640210285.0,-483340646.0,176246998.0,115228842.0,309164282.0,219948366.0,,2665371.0,,2665371.0,2071640.0,397907595.0,,2151.0,1033.0,3827546.0,788907.0,4616453.0,582.0,30.0,294572.0,658741.0,1546983.0,10182.0,456809.0,675558.0,34218.0,7599.0,134244.0,8640.0,1660231.0,258102.0,1144232.0,,315554.0,111323.0,338104.0,2012355.0,300611.0,1371681.0,,369042.0,137735.0,425029.0,2021,2021,2797901180.0
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Investor,General,Comparable,,323-268-5514,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,RICK RUFINO,CEO,,PIPELINE HEALTH,MATT BEYMER,"TOYON ASSOCIATES, INC.",,05-0641,HSC30641F,,127,127,50,1170.0,1515.0,3382.0,9815.0,,284.0,551.0,1.0,125.0,16843,231.0,276.0,521.0,1123.0,,53.0,76.0,1.0,40.0,2321,102.0,,,,25.0,,9678.0,,,,7165.0,,2305.0,,,,16.0,,36.3,36.3,7.3,4.2,8.0,1541.0,630.0,773.0,995.0,2315.0,5357.0,,471.0,500.0,262.0,1333.0,12006.0,10092.0,65.0,,2304.0,4812.0,3.0,50535.0,22020.0,533.0,327.0,359.0,275.0,279403874,215816923.0,7353895.0,70940846,6061059.0,74171157,2830748.0,,224077.0,,2606671.0,63279701,22334627.0,193789546.0,18854754.0,26877165.0,43664395.0,118813317.0,,4270948.0,6320783.0,17877.0,2178657.0,220997896.0,4054067.0,5597756.0,10807828.0,25945719.0,,2193103.0,3216624.0,1071102.0,5519779.0,58405978.0,18495693.0,27265523.0,36392490.0,118768443.0,-8027411.0,,5258976.0,7444694.0,645773.0,2932570.0,,6640172.0,,7353895.0,,4391773.0,5209361.0,19130367.0,37929368.0,,1191090.0,2079853.0,,1009034.0,,,,,12960986.0,5043106.0,15084039.0,6144101.0,,,,9324309.0,7604406.0,12560165.0,5450045.0,25113282.0,7437585.0,3380373.0,5910162.0,4950242.0,17073501.0,960530.0,4622759.0,147363.0,390677.0,4184683.0,58904949.0,,7860215.0,1247764.0,,,68012928.0,17521423.0,,724777.0,49766728.0,68012928.0,4460210.0,55383123.0,-24254739.0,266875.0,19026685.0,23570978.0,15710763.0,,1069591.0,,1069591.0,344814.0,4608878.0,,287.0,118.0,569524.0,92007.0,661531.0,167.0,,57244.0,121804.0,122659.0,34008.0,42310.0,47499.0,77189.0,1668.0,47034.0,18109.0,190933.0,33797.0,127351.0,,94987.0,16848.0,105608.0,222477.0,38269.0,145034.0,,105942.0,19478.0,130331.0,2021,2021,2797901180.0
106014233,EDEN MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,421,Non-Profit,General,Comparable,,510-537-1234,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,STEPHEN GRAY,CEO,WWW.EDENMEDCENTER.ORG,SUTTER HEALTH,RYAN BOUDREAU,SUTTER HEALTH,2.0,05-0488,HSC00488G,ZZR00488G,130,130,114,13078.0,5487.0,3562.0,7393.0,5.0,1873.0,6839.0,346.0,309.0,38892,2704.0,1089.0,626.0,1578.0,1.0,344.0,1828.0,101.0,94.0,8365,130.0,,,,,,38892.0,,,,,,8365.0,,,,,,82.0,82.0,4.6,4.6,11.0,1226.0,648.0,8450.0,2854.0,1836.0,11616.0,1.0,1827.0,10043.0,1177.0,405.0,38209.0,36316.0,3064.0,,2763.0,,7.0,231293.0,155040.0,1948.0,1596.0,801.0,256.0,1270154931,911307956.0,,358846975,5884412.0,342786255,21945132.0,21519797.0,3711431.0,,39753498.0,286956448,252797687.0,730400796.0,278273201.0,114422847.0,79636715.0,155528496.0,130540.0,44058834.0,158532645.0,8218560.0,5572982.0,844374820.0,121110475.0,45264538.0,15512957.0,96241001.0,4605.0,19699760.0,112608736.0,9342642.0,5995397.0,425780111.0,332668291.0,132530305.0,59405537.0,190263913.0,,101078.0,43314746.0,118146935.0,9087759.0,19461673.0,,6327719.0,,,,65806932.0,26885618.0,35086045.0,60633515.0,34030.0,19182163.0,150733965.0,,484707.0,-35097291.0,184657.0,17896580.0,,78061311.0,36834727.0,93718454.0,,,365034.0,,43618871.0,11809848.0,53080780.0,25297230.0,119661830.0,56067225.0,23832423.0,9025583.0,35401611.0,47675416.0,19062277.0,3937974.0,1996589.0,5506089.0,20619238.0,85116151.0,,243551032.0,1621906.0,2371729.0,7187749.0,339848567.0,323309140.0,9492.0,,16529935.0,339848567.0,,194580462.0,-145156383.0,297301725.0,71751532.0,426359010.0,182807978.0,,,260204178.0,267607906.0,267607906.0,225190.0,78812.0,876.0,355.0,1561177.0,315206.0,1876383.0,521.0,,87189.0,395519.0,597281.0,,101325.0,169838.0,147708.0,9049.0,38857.0,14411.0,534517.0,188517.0,438683.0,,266582.0,39939.0,92939.0,659207.0,231609.0,518592.0,,313944.0,48715.0,104316.0,2021,2021,2797901180.0
106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,915,Non-Profit,General,Comparable,,626-858-8541,250 SO. GRAND AVE,GLENDORA,91741,ROGER SHARMA,CEO,WWW.EMANATEHEALTH.ORG,EMANATE HEALTH,DEBBIE COOPER,EMANATE HEALTH,,05-0597,HSC30597F,,105,105,72,5646.0,7766.0,1693.0,4761.0,,165.0,3899.0,146.0,121.0,24197,1129.0,1360.0,271.0,711.0,,11.0,925.0,51.0,78.0,4536,105.0,,,,,,24197.0,,,,,,4536.0,,,,,,63.1,63.1,5.3,5.3,,,,8111.0,7598.0,2364.0,15973.0,,810.0,17018.0,367.0,1877.0,54118.0,37321.0,,,18444.0,,8.0,169250.0,115050.0,973.0,1901.0,,,521205767,402365926.0,228858.0,119068699,2770958.0,109780171,12059486.0,8870206.0,98171.0,,20831521.0,94684061,69337766.0,357183940.0,73039009.0,98374954.0,20259998.0,61183761.0,,661150.0,53188799.0,1961047.0,4257122.0,312925840.0,26817610.0,38963995.0,8978706.0,62665656.0,,1581576.0,61064207.0,1214629.0,6993548.0,208279927.0,78507444.0,107232274.0,20892018.0,105562275.0,,,1414134.0,74131802.0,3689693.0,3175676.0,,7760610.0,,139203.0,89655.0,20577695.0,29115533.0,8153582.0,17450639.0,,818432.0,39525663.0,,3427155.0,,,8711814.0,,23682452.0,9978148.0,32915858.0,,,,50060.0,14985182.0,5177893.0,20053785.0,2936793.0,39986669.0,14420793.0,1757013.0,3190706.0,16738883.0,18510806.0,3600899.0,694299.0,1034289.0,,9845814.0,55984996.0,62331018.0,33161520.0,444167.0,,620882.0,152542583.0,15096948.0,7238992.0,,130206643.0,152542583.0,7245940.0,29463169.0,-14896038.0,59482164.0,53710363.0,115709938.0,82548418.0,,,,,,11187369.0,,431.0,173.0,887777.0,49669.0,937446.0,424.0,3.0,103672.0,162824.0,254152.0,12.0,76046.0,133711.0,63102.0,53861.0,30055.0,10342.0,291070.0,106069.0,231954.0,895.0,169621.0,47822.0,40346.0,312381.0,116233.0,242234.0,903.0,173132.0,49919.0,42644.0,2021,2021,2797901180.0
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,915,Non-Profit,General,Comparable,,626-858-8541,1115 SO. SUNSET AVE,WEST COVINA,91790,RAJESH SHARMA,CEO,WWW.EMANATEHEALTH.ORG,EMANATE HEALTH,CAROLINE FORMANO,EMANATE HEALTH,,05-0382,HSC30369F,,516,516,307,21855.0,25333.0,16476.0,22457.0,,298.0,14244.0,1897.0,1239.0,103799,3616.0,4647.0,2822.0,5687.0,,79.0,3078.0,569.0,436.0,20934,451.0,30.0,,12.0,23.0,,89500.0,5557.0,,3483.0,5259.0,,19150.0,1302.0,,226.0,256.0,,55.1,55.1,5.0,4.8,25.0,5031.0,3084.0,13702.0,26113.0,13514.0,79071.0,,1639.0,40549.0,5270.0,8639.0,188497.0,122596.0,36283.0,,42176.0,3215.0,17.0,830905.0,497875.0,3749.0,3016.0,2298.0,1163.0,1868816022,1387197892.0,29132177.0,510750307,3177261.0,509225164,4702404.0,32836102.0,2239016.0,,35299490.0,397121944,210450887.0,1261243191.0,247909093.0,369324778.0,161948030.0,281719714.0,,5520114.0,194954872.0,20337092.0,19330989.0,1301044682.0,68153969.0,106302215.0,31206695.0,190656609.0,,4216397.0,128936341.0,15481488.0,22817626.0,567771340.0,239130901.0,371147851.0,115341594.0,372311490.0,-7501362.0,,7485134.0,207546667.0,11311487.0,41627831.0,,28796299.0,9613618.0,19518559.0,,76932161.0,114092760.0,77541000.0,121547634.0,,2251377.0,116344546.0,,2040829.0,-50086.0,,31306377.0,,111606159.0,38508188.0,141885150.0,14895550.0,7336614.0,,3771349.0,65165325.0,20623159.0,93235977.0,12197693.0,162456019.0,58559440.0,11538694.0,20522852.0,74301781.0,107488804.0,12437379.0,1834097.0,2867081.0,3625781.0,53593236.0,214789099.0,343046370.0,139657360.0,21296654.0,5701076.0,,724490559.0,98595572.0,9851623.0,187951276.0,428092088.0,724490559.0,3079258.0,108853900.0,-53665379.0,215088778.0,251097632.0,487494690.0,347837330.0,,,184459954.0,190931276.0,2980000.0,50086.0,,1906.0,728.0,3627578.0,542181.0,4169759.0,433.0,26.0,406472.0,742692.0,970017.0,19281.0,353591.0,403255.0,242228.0,284431.0,170489.0,35122.0,1281801.0,413389.0,879110.0,55767.0,724497.0,136168.0,136846.0,1473990.0,460863.0,1043671.0,62672.0,813097.0,156262.0,159204.0,2021,2021,2797901180.0
106500867,EMANUEL MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Stanislaus,6,516,Investor,General,Comparable,,209-667-4200,825 DELVON AVE.,TURLOCK,95382,"MURALI N. NAIDU, MD, FACS",CEO,WWW.EMANUELMEDICALCENTER.ORG,"DOCTORS MEDICAL CENTER OF MODESTO, INC.",MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0179,HSC00179F,ZZR00179F,209,209,104,11823.0,6036.0,3514.0,10234.0,,701.0,5069.0,86.0,331.0,37794,2486.0,1173.0,770.0,2874.0,,170.0,1415.0,31.0,129.0,9048,209.0,,,,,,37794.0,,,,,,9048.0,,,,,,49.5,49.5,4.2,4.2,8.0,1661.0,1057.0,21868.0,8180.0,4731.0,42181.0,,2837.0,23836.0,1770.0,2050.0,107453.0,55052.0,2515.0,,54668.0,,8.0,178200.0,288255.0,1877.0,2803.0,837.0,271.0,3025866123,2706529282.0,,319336841,1674003.0,272395270,48615574.0,3340381.0,3217.0,,51952738.0,405383800,528758430.0,2091723893.0,405266872.0,203351811.0,122760292.0,372608354.0,,22761482.0,207854819.0,6330759.0,9780170.0,1350714559.0,417351177.0,173616717.0,74087916.0,563518436.0,,37726332.0,363755541.0,12553270.0,32542175.0,1675151564.0,761300144.0,348436078.0,176344557.0,866661214.0,,,51993719.0,421172828.0,25219044.0,19531451.0,,35870247.0,,,,61317905.0,28532450.0,19856229.0,69465576.0,,7456615.0,132445687.0,,262379.0,,,,,48280092.0,16764445.0,79958591.0,,,,,61133811.0,20366397.0,37418116.0,8473818.0,74499661.0,31500888.0,14812875.0,12820838.0,60711826.0,45799843.0,7209189.0,2362447.0,1688539.0,129284.0,20859880.0,144179530.0,,50014650.0,111976.0,6921843.0,55933618.0,257161617.0,51671538.0,1282710.0,-1.0,204207370.0,257161617.0,51812.0,274818762.0,-200726649.0,59506092.0,30256711.0,95320770.0,45306120.0,,63479.0,,63479.0,63480.0,2746537.0,,823.0,340.0,1511759.0,294470.0,1806229.0,130.0,,93823.0,411051.0,544736.0,8578.0,84562.0,135111.0,138428.0,1305.0,69054.0,25111.0,482065.0,158829.0,481005.0,,271804.0,14910.0,103146.0,595366.0,185746.0,576832.0,,305883.0,17422.0,124980.0,2021,2021,2797901180.0
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Kern,9,617,Investor,Specialty,Comparable,,661-323-5500,5001 COMMERCE DRIVE,BAKERSFIELD,93309,MARTHA SAMORA,CEO,ENCOMPASSHEALTH.COM/BAKERSFIELD REHAB,ENCOMPASS HEALTH CORPORATION,ROBERT MOSESIAN,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,,05-3031,HSC33031F,,86,86,65,11330.0,2205.0,1567.0,2744.0,,2569.0,1547.0,,,21962,875.0,185.0,112.0,221.0,,182.0,134.0,,,1709,,,,86.0,,,,,,21962.0,,,,,,1709.0,,,70.0,70.0,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,63421890,23771624.0,,39650266,39939.0,37928026,1762179.0,22445.0,,518045.0,1266579.0,35293867,,28128023.0,32781360.0,6565462.0,4183522.0,8120955.0,,7105458.0,4665133.0,,,63421890.0,,,,,,,,,,,7657032.0,2786259.0,2229436.0,4327730.0,,,3627291.0,2105364.0,1038512.0,,,,,,,24774533.0,3651919.0,1852239.0,3595522.0,,3312462.0,2463591.0,,,-3334942.0,,,,12939967.0,,7667499.0,,,,,5807589.0,269243.0,7680383.0,3563345.0,18911553.0,3703186.0,,2186526.0,2162655.0,6100419.0,913905.0,2964548.0,364212.0,9520.0,611502.0,11990417.0,,8046556.0,188537.0,4732354.0,5345125.0,30302989.0,7724220.0,,106319.0,22472450.0,30302989.0,5708651.0,9110464.0,-3046694.0,9267529.0,4471726.0,13739255.0,5692699.0,,,,2491734.0,2385415.0,,,217.0,95.0,417707.0,57345.0,475052.0,,,36933.0,116030.0,82779.0,29740.0,64031.0,24181.0,40952.0,,20979.0,2082.0,194186.0,,91485.0,,76523.0,6435.0,49078.0,221006.0,,105768.0,,85060.0,7430.0,55788.0,2021,2021,2797901180.0
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Stanislaus,6,511,Investor,Specialty,Comparable,,209-857-3509,1303 MABLE AVE,MODESTO,95355,SETH ROGERS,CEO,WWW.ENCOMPASSHEALTHMODESTO.COM,ENCOMPASS HEALTH CORPORATION,SETH ROGERS,ENCOMPASS HEALTH MODESTO,,05-3040,,,50,50,35,6495.0,811.0,593.0,2081.0,,,1980.0,,649.0,12609,481.0,53.0,31.0,120.0,,,148.0,,40.0,873,,,,50.0,,,,,,12609.0,,,,,,873.0,,,69.1,69.1,14.4,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,35793845,12585960.0,,23207885,43043.0,21635478,1615450.0,,,403980.0,1211470.0,22235208,,13558637.0,18684177.0,2421191.0,1721661.0,5667445.0,,,6829097.0,,470274.0,35793845.0,,,,,,,,,,,3598511.0,782904.0,998689.0,3287529.0,,,,3212745.0,471790.0,,,233792.0,,,,14839394.0,1606374.0,700279.0,2305215.0,,,3526339.0,,230284.0,,,,,6498891.0,,3756989.0,,,,,2180870.0,877185.0,5516169.0,2805374.0,12259635.0,2225251.0,,,701326.0,2359973.0,390555.0,2184987.0,135092.0,,1378659.0,3301526.0,,817076.0,,1315245.0,634416.0,6068263.0,3330465.0,,,2737798.0,6068263.0,,4688101.0,-1518647.0,277969.0,3645833.0,3923802.0,3106726.0,,,,,,1315245.0,,143.0,55.0,257164.0,40903.0,298067.0,,,35332.0,56387.0,58633.0,12791.0,44005.0,15215.0,21508.0,13293.0,,,118461.0,,48909.0,,38680.0,16179.0,34935.0,143636.0,,55055.0,,42165.0,18003.0,39208.0,2021,2021,2797901180.0
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Riverside,12,1111,Investor,Specialty,Comparable,,951-246-6500,35470 WHITEWOOD ROAD,MURRIETA,92563,PERRY EBELTOFT,CEO,ENCOMPASSHEALTH.COM/MURRIETAREHAB,ENCOMPASS HEALTH CORPORATION,DUANE PRUSIA,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,,05-3042,,,50,50,32,4637.0,583.0,1531.0,2343.0,,409.0,1387.0,16.0,,10906,328.0,36.0,91.0,146.0,,25.0,87.0,1.0,,714,,,,50.0,,,,,,10906.0,,,,,,714.0,,,59.8,59.8,15.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,30576981,12781871.0,,17795110,1424.0,20893679,-3097145.0,,80114.0,,-3177259.0,18540200,,12036781.0,13205897.0,1651574.0,4301447.0,6457927.0,,1115244.0,3799759.0,45133.0,,30576981.0,,,,,,,,,,,3004712.0,753906.0,2468896.0,3676744.0,,,404574.0,2136608.0,291299.0,45132.0,,,,,,9909886.0,897668.0,1832551.0,2781183.0,,710670.0,1663151.0,1.0,,,,,,5771233.0,,3335852.0,,,,,2964403.0,387853.0,4557229.0,3877109.0,11212231.0,1965203.0,,421255.0,935820.0,1471728.0,674695.0,2786180.0,99472.0,,1327095.0,3490505.0,,2114240.0,,18708648.0,446628.0,24760021.0,18017023.0,,14829321.0,-8086323.0,24760021.0,,4563946.0,-1165938.0,13095.0,3178921.0,3192016.0,1077776.0,,,,17586371.0,2757050.0,,,127.0,52.0,243233.0,20859.0,264092.0,38.0,,32494.0,58609.0,66007.0,2988.0,38761.0,21427.0,22947.0,,,,102922.0,,43169.0,,45889.0,8189.0,43064.0,111433.0,,46515.0,,49920.0,8903.0,47321.0,2021,2021,2797901180.0
106474007,FAIRCHILD MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Siskiyou,1,203,Non-Profit,General,Comparable,Rural,530-842-4121,444 BRUCE STREET,YREKA,96097,JONATHON ANDRUS,CEO,,FAIRCHILD MEDICAL CENTER,RICK JACKSON,"JWT & ASSOCIATES, LLP",4.0,05-1316,,ZZR00217F,28,25,25,2387.0,58.0,202.0,1293.0,,855.0,,,158.0,4953,577.0,21.0,49.0,378.0,,279.0,,,26.0,1330,28.0,,,,,,4953.0,,,,,,1330.0,,,,,,48.5,54.3,3.7,3.7,2.0,420.0,213.0,60612.0,1849.0,1780.0,20602.0,,49650.0,,,2208.0,136701.0,13860.0,56556.0,,66407.0,,2.0,39717.0,100935.0,280.0,1376.0,193.0,49.0,227108740,125880521.0,,101228219,823029.0,109248097,-7196849.0,,,,-7196849.0,23152249,30634720.0,173321771.0,29880169.0,665551.0,3705067.0,20722892.0,,14004907.0,,,1234976.0,70213562.0,66699532.0,1979490.0,3010886.0,36085442.0,,45501214.0,,,3618614.0,156895178.0,48315975.0,1639969.0,1620135.0,47618413.0,,,19227129.0,,7347090.0,111810.0,,,,,,45102042.0,918483.0,4875961.0,7330214.0,,38330969.0,,,4670550.0,,,,,8950580.0,31514593.0,37253226.0,,,,,16881422.0,3729178.0,8771230.0,2147868.0,36844250.0,14583364.0,12656530.0,6911381.0,20384110.0,8877327.0,5178318.0,1149319.0,286751.0,,2376747.0,55098933.0,,18353203.0,4726567.0,,,78178703.0,8929486.0,8327886.0,,60921331.0,78178703.0,40629176.0,93742951.0,-81929154.0,22927808.0,55460898.0,79085021.0,60731818.0,,,,,,,,587.0,157.0,1086739.0,173174.0,1259913.0,14.0,,133171.0,230812.0,147985.0,100240.0,77434.0,234113.0,59113.0,64147.0,,39724.0,116349.0,378812.0,237546.0,,167493.0,75412.0,111127.0,135157.0,437384.0,275726.0,,192073.0,88406.0,131167.0,2021,2021,2797901180.0
